Total Enrolment in Mainstream National Schools for the 2024/2025 school year (enrolment is as of 30th September 2024),,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,School Planning Area,Email,Phone No.,Principal Name,Local Authority Description,School Type,School Level,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Patron,Female,Male,Enrolment per Return
2024,15040T,MERCY CONVENT PRIMARY SCHOOL,Sallins Road,Naas,Co. Kildare,,Kildare,W91XC94,53.22126,-6.663948,Naas,info@mercyconvent.ie,045876410,Cathal Ruane,Kildare County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,571,27,598
2024,15042A,ENNIS N S,Ashline,Kilrush Road,Ennis,Co. Clare,Clare,V95DE44,52.830765,-9.003554,Ennis,info@ennisns.ie,0656829158,Ray McInerney,Clare County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,291,331,622
2024,15045G,S N NAOMH PADRAIG,Elphin Street,Strokestown,Co. Roscommon,,Roscommon,F42DK16,53.781136,-8.104395,Strokestown,stpatricksbns@gmail.com,0719633409,Carmel Tighe,Roscommon County Council,Ordinary,Senior,Y,No subjects through Irish,N,N,Catholic,Bishop of Elphin,,49,49
2024,15046I,ST STEPHENS N S,25 Patrick Street,Waterford,,,Waterford,X91TH72,52.259673,-7.114368,Waterford,ststephensbns@gmail.com,051871716,Sinead Lowe,Waterford City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,,375,375
2024,15056L,S N SAN VINSEANN CAILIN,North William Street,Dublin 1,,,Dublin,D01XT04,53.357393,-6.246649,Drumcondra_Marino_Dublin1,Stvincentsnws1@gmail.com,018740048,Margaret O'Connor,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,212,,212
2024,15071H,S N CILLINI DIOMA,Killeendeema East,Loughrea,Co. Galway,,Galway,H62DK53,53.163727,-8.563582,Loughrea,kilnadeemans.principal@gmail.com,091842532,Gary Winters,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clonfert,65,73,138
2024,15101N,KNOCKBRIDGE MIXED N S,Knockbridge,Dundalk,Co. Louth,,Louth,A91X330,53.972954,-6.485645,Dundalk,office@knockbridgens.com,0429374443,Brian McDonnell,Louth County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,142,164,306
2024,15104T,SCOIL BHRÍDE,Cannistown,Navan,Co. Meath,,Meath,C15CX61,53.621651,-6.66594,Navan,principal.cannistown@gmail.com,0469029779,Kevin Mullin,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,202,184,386
2024,15113U,S N SHEAMAIS,Barnacogue,Swinford,Co. Mayo,,Mayo,F12VF88,53.918269,-8.867097,Swinford,barnacoguens@gmail.com,0949367440,Lorraine Bullard,Mayo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Achonry,10,11,21
2024,15116D,ARDVARNEY MXD N S,Cashel,Dromahair,Co. Leitrim,,Leitrim,F91K103,54.221201,-8.238192,Drumkeerin,ardvarneyns@gmail.com,0719164757,Paula Loughlin,Leitrim County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,14,18,32
2024,15120R,KILLYCONNAN N S,Stradone,Co. Cavan,,,Cavan,H12F622,53.963013,-7.257842,Cavan,killyconnanns@gmail.com,0494330540,Fidelma Daly,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,25,44,69
2024,15122V,ST BERNARDS MIXED N S,Abbeylara,Co. Longford,,,Longford,N39K773,53.765869,-7.448243,Granard,stbernardsns@gmail.com,0436686806,Aiden Reynolds,Longford County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,10,15,25
2024,15132B,HAROLD BOYS N S,St. Patrick's Road,Dalkey,Co. Dublin,,Dublin,A96PY94,53.2784,-6.103682,Dunlaoghaire,info@haroldboysdalkey.ie,012856193,Pauline Lennon,Dun Laoghaire Rathdown,Ordinary,Senior,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,0,113,113
2024,15140A,BALLINAGREE MXD N S,Ballinagree,"Macroom,",,,Cork,P12Y938,51.977634,-8.925079,Macroom,office@bmns.ie,02642466,SHANE LEHANE,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,30,29,59
2024,15142E,NAOMH MICHEAL,Donaghmoyne,Carrickmacross,Co Monaghan,,Monaghan,A81EA37,54.012867,-6.688845,Carrickmacross,stmichaelsnsdonaghmoyne@gmail.com,0429662284,Fiona Whelan,Monaghan County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clogher,55,54,109
2024,15143G,LISDOONAN N S,Lisdonnan,Carrickmacross,Co. Monaghan,,Monaghan,A81WR65,54.029093,-6.752488,Carrickmacross,office@lisdoonanns.ie,0429662375,Ronan Duffy,Monaghan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clogher,74,82,156
2024,15154L,NAOMH DOMINIC N S,Kenagh,Co. Longford,,,Longford,N39NC80,53.62492,-7.818726,Ballymahon,naomhdominicns@gmail.com,0433322456,Miriam Dennigan,Longford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,62,57,119
2024,15157R,MOUNT BRUIS N S,Mount Bruis,Tipperary Town,,,Tipperary,E34RD26,52.443805,-8.229707,Tipperary,mountbruis6@gmail.com,0861805174,Cathy Cunningham,Tipperary (Sr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,35,27,62
2024,15160G,THE ROWER MIXED N S,The Rower,Thomastown,Co. Kilkenny,,Kilkenny,R95T623,52.45282,-6.961554,New Ross,therowerschool@gmail.com,051423838,MARY MC CORMACK,Kilkenny County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,72,51,123
2024,15165Q,BALLINTOTAS N S,Ballintotas,Castlemartyr,Co. Cork,,Cork,P25Y272,51.90959,-8.095967,Midleton_Carrigtwohill,ballintotasns@gmail.com,0214667513,Irene Finn,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,50,56,106
2024,15170J,CASHELSHANAGHAN N S,Ballymaleel,Letterkenny,Co. Donegal,,Donegal,F92RF67,55.000678,-7.660877,Letterkenny,cashelshanaghan@gmail.com,0749151803,Julie Carr,Donegal County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Presbyterian,Presbytery of Derry & Donegal,14,17,31
2024,15177A,CARRIGDUFF NAT SCHOOL,Carrigduff,Bunclody,Enniscorthy,Co. Wexford,Carlow,Y21TP49,52.657108,-6.665307,Bunclody,officecarrigduffns@gmail.com,0539377346,Carolyn Good,Carlow County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cashel, Ferns & Ossory COI",47,44,91
2024,15194A,NAOMH CAILLIN,Commons,Fenagh,Co. Leitrim,,Leitrim,N41TK60,54.018872,-7.835029,Ballinamore,fenaghns@gmail.com,0719645244,Orla Redican,Leitrim County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,56,46,102
2024,15208I,Scoil an tStratha Mhóir,Mín an Lábáin,Leitir Ceanainn,Co. Dhún na nGall,,Donegal,F92P280,54.967316,-7.967157,Letterkenny,stramore99@gmail.com,0749137454,Ursula McDevitt,Donegal County Council,Ordinary,All Through,Y,All subjects through Irish,Y,N,Catholic,Bishop of Raphoe,30,40,70
2024,15217J,ARDKEERIN N S,Ardeeran,Riverstown,Co. Sligo,,Sligo,F52E244,54.128721,-8.395867,Coola Cross,admin@ardkeeran.com,0719165411,Edel Lavin,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,63,55,118
2024,15221A,ANNAGH N S,Annagh,Miltown Malbay,Co. Clare,,Clare,V95NP38,52.822052,-9.41445,Spanish Point,secretary@annaghns.com,0657084850,Caroline O'Dea,Clare County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,46,32,78
2024,15226K,CAHERLINE N S,Caherline,Caherconlish,Co. Limerick,,Limerick,V94KX74,52.568729,-8.454216,Doon_Cappamore,secretary@caherlinens.ie,061351657,Gearóid Power,Limerick County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,95,80,175
2024,15253N,ST PATRICKS GIRLS NS,Cambridge Road,Ringsend,Dublin 4,,Dublin,D04CH58,53.343328,-6.225652,Dublin2_Dublin4,ringsendgns@gmail.com,016685928,Brenda Brooks,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,148,,148
2024,15255R,DON N S,Cortoonmore,Ballaghaderreen,,,Roscommon,F45XV82,53.862421,-8.543785,Ballaghadereen,office@thedonnationalschool.com,0949880478,Emma Callaghan,Roscommon County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Elphin,26,17,43
2024,15257V,QUIGNAMANGER N S,Creggs Road,Ballina,Co. Mayo,,Mayo,F26YX95,54.131703,-9.130515,Ballina,quaynationalschool@gmail.com,09622842,Mr Seán Gallagher,Mayo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killala,172,192,364
2024,15259C,S N N MAOLMHAODHAGH C,Anne Stret,Dundalk,Co. Louth,,Louth,A91N286,54.001347,-6.407911,Dundalk,principal@stmalachysgirls.ie,0429338156,Brigid Mary Galligan,Louth County Council,Ordinary,Senior,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,230,,230
2024,15260K,S N N MAOLMHAODHAGH N,Anne Street,Dundalk,Co. Louth,,Louth,A91N286,54.001347,-6.407911,Dundalk,office@stmalachysinfants.ie,0429338130,Teresa McCarthy,Louth County Council,Ordinary,Junior,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,104,111,215
2024,15279I,CLOONEY N S,Carrahan,Tulla,Co. Clare,,Clare,V95WC56,52.871172,-8.86151,Ennis,clooneyns@gmail.com,0656835806,Marie Minogue,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,25,26,51
2024,15284B,TANEY N S,Sydenham Villas,Dundrum,Dublin 14,,Dublin,D14PN29,53.288708,-6.238265,Goatstown_Stillorgan_DLR,rfraser@taneyschool.ie,012985015,Rachel Fraser,Dun Laoghaire Rathdown,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Archbishop of Dublin & Bishop of Glendalough COI,187,202,389
2024,15285D,Scoil na gCreagacha Dubha,Sandy Lane,Blackrock,Co. Louth,,Louth,A91AK57,53.96418,-6.368217,Dundalk,office@blackrockns.ie,0429321598,Catherine Dempsey,Louth County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,236,238,474
2024,15291V,STREAMSTOWN MIXED N S,Streamstown,Co. Westmeath,,,Westmeath,N91XE40,53.429646,-7.559998,Kilbeggan,ricoclinton@yahoo.com,0449226901,Richard Clinton,Westmeath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,49,53,102
2024,15299O,GAILE N S,Holycross,Thurles,Co. Tipperary,,Tipperary,E41YK70,52.603119,-7.867258,Thurles,gaile.ias23@gmail.com,0879663959,Donal Ryan,Tipperary (Sr) County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,12,21,33
2024,15301V,KILDYSART N S,Ennis Road,Kildysart,Co. Clare,,Clare,V95DK19,52.67795,-9.102991,Kildysart_Cahercon,kildysartns.ias@gmail.com,0656832477,Kathleen Ryan,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,61,51,112
2024,15307K,DALYSTOWN N S,Dalystown,Mullingar,Co. Westmeath,,Westmeath,N91W207,53.43515,-7.385505,Rochfordbridge,dalystownns@gmail.com,0449223604,Brendan Moore,Westmeath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,38,45,83
2024,15308M,ATHLEAGUE N S,Athleague,Co. Roscommon,,,Roscommon,F42VF95,53.567764,-8.249072,Ballygar,info@athleaguenationalschool.ie,0906663420,Avril Egan,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,45,63,108
2024,15315J,ST GEORGES N S,Naul Road,Balbriggan,Co. Dublin,,Dublin,K32KC95,53.607097,-6.203845,Balbriggan,office@stgeorgesns.com,018410107,Elaine Browne,Fingal County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Archbishop of Dublin & Bishop of Glendalough COI,179,155,334
2024,15318P,GLENBEG N S,Glenbeg,Dungarvan,Co. Waterford,,Waterford,X35P272,52.070249,-7.678272,Dungarvan,office@glenbegnationalschool.ie,05843266,Catherine Fitzgerald,Waterford County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,70,75,145
2024,15320C,ST MICHAELS NS,Sexton Street,Limerick,,,Limerick,V94HX23,52.658853,-8.622305,Limerick City,stmichaelsinfantschool@gmail.com,061317672,Tracie Tobin,Limerick City Council,Ordinary with Special Classes,Junior,Y,No subjects through Irish,N,N,Catholic,Bishop of Limerick,38,77,115
2024,15325M,CLONBULLOGUE N S,Clonbullogue,Co. Offaly,,,Offaly,R45DD79,53.262648,-7.086257,Rathangan,office@clonbulloguens.ie,0469730123,Suzanne Monaghan,Offaly County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,43,49,92
2024,15329U,Bunscoil Louis Naofa,Cloughvalley,Carrickmacross,Co. Monaghan,,Monaghan,A81DT82,53.977666,-6.714835,Carrickmacross,bunscoilln@gmail.com,0429661808,Valerie Norton,Monaghan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clogher,267,,267
2024,15331H,S N BAILE NUA,Baile Nua,Maigh Cuilinn,Co. na Gaillimhe,,Galway,H91F6T7,53.358172,-9.212093,Spiddal_Inverin,scoilbhailenua@gmail.com,091555040,Aine Ni Fhogartaigh,Galway County Council,Ordinary,All Through,N,All subjects through Irish,Y,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",36,34,70
2024,15337T,S N MHUIRE,Castlegal,Cliffoney,Co. Sligo,,Sligo,F91DA00,54.455324,-8.397035,Grange,castlegalns@yahoo.ie,0719166758,Roisin O'Grady,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,13,11,24
2024,15340I,CARIGEEN N S,Carrigeen,Co. Kilkenny,,,Kilkenny,X91F656,52.270307,-7.215497,Mooncoin,carrigeen.scoil@gmail.com,051895423,Sinead Murphy,Kilkenny County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,50,76,126
2024,15342M,S N NAOMH MHUIRE,Knockconor,Keash,Ballymote,Co. Sligo,Sligo,F56NT66,54.048234,-8.448225,Ballymote,keashns@gmail.com,0719189166,Caroline O'Dowd,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,20,28,48
2024,15346U,Scoil Abán Naofa,Baile Mhúirne,Maigh Chromtha,Co. Chorcaí,,Cork,P12HW02,51.937593,-9.149063,Ballyvorney,oifig@scoilaban.com,02645407,Siobhán Uí Bhuachalla,Cork County Council,Ordinary,All Through,N,All subjects through Irish,Y,N,Catholic,Bishop of Cloyne,73,68,141
2024,15350L,STONEHALL N S,Stonehall,Newmarket-on-Fergus,Co. Clare,,Clare,V95EY06,52.725202,-8.910086,Shannon,stonehallschool@gmail.com,061362863,Diarmaid McMahon,Clare County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,48,51,99
2024,15354T,CAMOLIN N S,Camolin,Enniscorthy,Co. Wexford,,Wexford,Y21F8H2,52.615255,-6.426293,Gorey,office@camolinnationalschool.com,0539383455,Elaine Bolger,Wexford County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,46,40,86
2024,15359G,SHILLELAGH NO 1 N S,Ballard,Shillelagh,Co. Wicklow,,Wicklow,Y14VH31,52.754723,-6.539928,Carnew,shillelaghno1@gmail.com,0539429141,Sonya Burgess,Wicklow County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cashel, Ferns & Ossory COI",12,10,22
2024,15362S,S N MICHIL NAOFA,Mullinahone,Thurles,Co. Tipperary,,Tipperary,E41ED30,52.513885,-7.500641,Callan,secretary@mullinahonens.ie,0529153304,Tom Butler,Tipperary (Sr) County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,77,65,142
2024,15367F,RIVERCHAPEL N S,Riverchapel,Gorey,Co. Wexford,,Wexford,Y25DE28,52.63822,-6.234171,Gorey,secretary@riverchapelns.com,0539425540,Martina Prendergast,Wexford County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,151,153,304
2024,15370R,KILLALOE BOYS N S,Convent Hill,Killaloe,Co. Clare,,Clare,V94D590,52.80428,-8.44473,Killaloe,principal@killaloeboysns.ie,061376407,Kieran Corcoran,Clare County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,,111,111
2024,15378K,ROCKFIELD N S,Coolaney,Co. Sligo,,,Sligo,F56FW32,54.166816,-8.619878,Ballymote,info@rockfieldns.eu,0719130539,Marlene Scanlon,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,91,96,187
2024,15380U,DROMAGH MIXED N S,Dromagh,Mallow,Co. Cork,,Cork,P51A037,52.134426,-8.95047,Kanturk,nsdromagh@gmail.com,02956067,James McAuliffe,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,8,13,21
2024,15382B,DRUMLEASE N S,Drumlease,Dromahair,Co. Leitrim,,Leitrim,F91T946,54.228587,-8.293219,Drumkeerin,drumleasens.ias@gmail.com,0719164586,Marie Brennan,Leitrim County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,78,72,150
2024,15395K,MOUNT BOLUS N S,Mount Bolus,Tullamore,Co. Offaly,,Offaly,R35VH39,53.193329,-7.625883,Kilcormac,mountbolusns@gmail.com,0579354946,Michelle Balfe,Offaly County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,14,12,26
2024,15407O,SN BAILE THOMAIS,Ballythomas,Gorey,Co. Wexford,,Wexford,Y25W259,52.765363,-6.359919,Gorey,ballythomasns@gmail.com,0539428343,Katherine Byrne,Wexford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,45,16,61
2024,15408Q,CONNOLLY N S,Connolly,Ennis,Co. Clare,,Clare,V95Y066,52.830451,-9.180829,Ennis,connollynationalschool@gmail.com,0656839550,Sean O'Neill,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,21,11,32
2024,15410D,KILCROHANE N S,Kilcrohane,Bantry,Co. Cork,,Cork,P75Y239,51.580932,-9.703061,Bantry,kilcrohanens@gmail.com,02767285,Noreen O'Sullivan,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,16,15,31
2024,15413J,BRIDESWELL N S,Brideswell,Athlone,Co. Roscommon,,Roscommon,N37P838,53.452891,-8.088711,Athlone,brideswellns@gmail.com,0906488272,Orla Fogarty,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,24,39,63
2024,15419V,OULART N S,Oulart,Gorey,Co. Wexford,,Wexford,Y25XK24,52.502647,-6.389901,Kilmuckridge,oulartns2@oulartns.com,0539136177,Gráinne Ryan,Wexford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,70,68,138
2024,15420G,BALLYCANEW N S,Ballycanew,Gorey,Co. Wexford,,Wexford,Y25Y6W8,52.610472,-6.306581,Gorey,ballycanewns@gmail.com,0539427496,Seamus Dempsey,Wexford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,107,123,230
2024,15425Q,FAIRYMOUNT N S,Fairymount,Castlerea,Co. Roscommon,,Roscommon,F45AK07,53.846601,-8.484743,Ballaghadereen,info@fairymountns.ie,0949870655,Catheriona Golden,Roscommon County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Elphin,20,18,38
2024,15431L,KILLAVILLE N S,Killavil,Ballymote,CO. Sligo,,Sligo,F56HX72,54.038597,-8.553556,Ballymote,killavilns@gmail.com,0719182795,Mr Bill Carty,Sligo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Achonry,7,9,16
2024,15446B,TRUMMERA N S,Tromaire,Maighean Rátha,Co. Laoise,,Laois,R32R5RF,52.977002,-7.428218,Mountrath,gaelscoilthromaire00@gmail.com,0578756306,Áine Mhic Aodha Bhuí,Laois County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,16,25,41
2024,15452T,KILDALLON N S,Kildallan,Ballyconnell,Co. Cavan,,Cavan,H14Y902,54.065673,-7.550616,Belturbet,office@kildallanns.ie,0499526721,Pearse Mc Kenna,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,27,20,47
2024,15456E,BALLYSHANNON N S,Ballyshannon,Kilcullen,Co. Kildare,,Kildare,R56FF60,53.087361,-6.814928,Kilcullen,ballyshannonprimary@gmail.com,045485309,Lorraine McGovern,Kildare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,54,69,123
2024,15475I,KILCONLY N S,Kilconly,Tuam,Co. Galway,,Galway,H54N529,53.573201,-8.977611,Tuam,info@kilconlyns.com,09347775,Rebecca Samuels,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,58,37,95
2024,15483H,ST LOUIS N S,Rathkenny,Navan,Co. Meath,,Meath,C15PH60,53.741653,-6.654145,Navan,rathkennyschool@gmail.com,0469054417,Laura Conaty,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,3,10,13
2024,15484J,GLOUNTHAUNE MIXED N.S.,Glounthane,Co. Cork,,,Cork,T45AX78,51.914398,-8.341841,Riverstown_Glanmire,principal@sncn.ie,0214353645,Damien Irwin,Cork County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,207,225,432
2024,15496Q,LEAFFONEY N S,Leaffoney,Kilglass,Co. Sligo,,Sligo,F26XD61,54.256537,-9.030119,Easkey,leaffoneyns@gmail.com,09649291,Karen Gainfort,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Tuam, Killala and Achonry COI",2,6,8
